name,developer,publisher,desc,date,tags,review_total,review_recent,steam_feature,achievement_num,support_languages,Support_Sch,language_num,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews,filter,language,day_range,review_type,purchase_type
黎明杀机,Behaviour Interactive Inc.,Behaviour Interactive Inc.,Dead by Daylight是一款多人(4vs1) 的恐怖游戏。游戏由其中一人扮演野蛮杀手，另外四人扮演逃生者。逃生者们将试图从野蛮杀手手中奋力逃脱，从而让自己免去被残忍杀害的危险。,2016 年 6 月 14 日,恐怖;生存恐怖;多人;在线合作;合作;生存;血腥;团队导向;鲜血;潜行;第三人称;暴力;第一人称;心理恐怖;动作;氛围;策略;喜剧;成人;困难,此游戏的 476674 篇用户评测中有 80% 为好评。,过去 30 天内的 6516 篇用户评测中有 45% 为好评。,线上玩家对战;在线合作;跨平台联机游戏;Steam 成就;完全支持控制器;Steam 集换式卡牌;Steam 云;在手机上远程畅玩;在平板上远程畅玩;在电视上远程畅玩,221,简体中文;英语;法语;意大利语;德语;西班牙语 - 西班牙;俄语;葡萄牙语 - 巴西;泰语;繁体中文;日语;韩语;波兰语;西班牙语 - 拉丁美洲;土耳其语,True,15,500,5,Mixed,57681,26699,84380,recent,schinese/tchinese,365,all,all
