word,count
10%%,1
忍着,1
重开,3
万人,1
强迫症,2
治疗,2
方案,1
。太傻比,1
小心翼翼,1
恶心,2
总的来说,2
噤声,1
书局,1
门票,1
太难,3
十几个,1
，照,1
别人,6
顺利,1
以后,4
一下子,2
聪明,1
逼。,1
规则,5
书本,1
即时型,1
很高,3
消磨,2
打牌,1
一个晚上,1
系统,3
很复杂,1
，每局,1
就结束了,1
10小时,1
几次,1
？密教,1
黑心公司给密教,1
米！,1
B班,1
召唤镜,2
少女,5
薄纱,1
差点,2
味道,2
Modern drug.the most thing u do in this game is watching the clock to waste ur time,1
指引，,1
电子,5
yw,1
最先,2
想起,1
去哪儿,1
每一个,5
职业,7
宗教,1
营造,3
耗时,1
一周目十数小时,1
因此,8
字数,1
比比,1
皆是,2
完善,4
全面,3
手册,1
叫做,1
正版,2
冤种,1
嗷，,1
不住,1
一次游戏,1
，清除,1
没用,1
不管怎么说,1
至少,4
保证,2
吧：,1
bilibili.com/745726461615276081,1
spm,1
id,1
from,1
444.41.0.0,1
更好,1
孩子,1
听说,1
还以为,1
脑叶,1
公司,5
13小时,1
，T,1
绝伦,1
诡秘,2
配乐,1
超大,1
无所适从,1
12个小时,1
挑战,1
全网,1
 Graphics ,1
  You forget what reality is;  Beautiful;  Good;  Decent;  Bad;  Don‘t look too long at it,1
  MS,1
DOS,1
 G,1
ameplay },1
  Very good;  Good;  It's just gameplay;  Mehh;  Watch paint dry instead;  Just don,1
 Audio ,1
  Eargasm,1
  Very good;  Good;  Not too bad;  Bad;  I'm now deaf,1
 Audience ,1
  Kids,1
  Teens,1
  Adults,1
  Grandma,1
 PC Requirements ,1
  Check if you can run paint,1
  Potato,1
  Decent;  Fast;  Rich boi;  Ask NASA if they have a spare computer,1
 Difficulty ,1
  Just press ,1
  Easy;  Easy to learn / Hard to master;  Significant brain usage;  Difficult,1
  Dark Souls,1
 Grind ,1
  Nothing to grind;  Only if u care about leaderboards/ranks;  Isn't necessary to progress;  Average grind level;  Too much grind;  You'll need a second life for grinding,1
 Story ,1
  No Story;  Some lore;  Average,1
  Good,1
  Lovely,1
  I,2
ll replace your life,1
 Game Time ,1
  Long enough for a cup of coffee;  Short;  Average;  Long;  To infinity and beyond,1
 Price ,1
s free,1
  Worth the price;  If it's on sale;  If u have some spare money left;  Not recommended;  You could also just burn your money,1
 Bugs ,1
  Never heard of;  Minor bugs;  Can get annoying;  ARK: Survival Evolved;  The game itself is a big terrarium for bugs,1
 / 10 },1
  1,1
  2,1
  3,1
  4,1
  5,1
  6,1
  7,1
  8,1
  9,1
Grab this review template here,1
   https,1
vojtastruhar,1
github,1
io,1
review,1
template,1
老板,1
真正,3
邪神。,1
苦恼,1
自己去,1
b站,1
知乎,1
，烂,1
联系,1
石头,1
过河,1
开盲盒。,1
收集,7
前置,1
取决于,2
产出,1
种类,1
刷卡，合成，,1
堪称,1
折磨。,1
仅仅,2
开头,1
引子,1
割裂,1
繁多,2
象征,1
意味,1
主题,3
挪用,1
进一步,2
融合,1
拿着,2
不知所云,2
一排,1
捉襟见肘，,1
生存,4
压力,2
小，,1
免去,1
往往,1
做出,4
行动,2
依据,1
做什么,1
说白了,1
分配,1
鼻子,1
走。,1
即便,2
辩解，,1
打磨,1
肉鸽,4
可惜,5
正在,1
离线,1
过来,1
简洁,1
大方,1
UI,1
设计,4
评定,1
标准,1
连换,1
几首,1
音，,1
消逝,1
音效,2
每一次,3
人物,1
敏感,2
重新开始,1
酷炫,2
想象力,3
想象,8
邪神,1
带入,2
侧面,1
艺术性,2
扑克牌,1
第一,1
不好说,2
PS,1
 启，,1
务必,1
抛弃,1
找你,1
巨大,5
文本量,1
原汁,1
原味,1
真是,6
太厉害,1
致力于,1
当上,1
，结果,1
体质,1
强健,1
暂时,1
视频,5
系列,2
赞美,3
情商,2
魅力,5
自觉,1
什麽,1
這游戲,1
這麽難= =，,1
到底,4
怎麽,2
那麽,1
恐懼，,1
20個,1
贏過，,1
當警察當,1
老大,1
好比,1
睁眼,1
身处,1
黑暗房间,1
中，,3
穿过,1
蛛幔,1
灰尘,1
，陷,1
楼道,1
