name,developer,publisher,desc,date,tags,price,review_total,review_recent,steam_feature,achievement_num,support_languages,Support_Sch,language_num,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews,filter,language,day_range,review_type,purchase_type
审判之逝：湮灭的记忆,Ryu Ga Gotoku Studio,SEGA,全世界翘首以盼！木村拓哉主演，《审判之眼》系列最新作！在全新的舞台——横滨，讲述曾为律师的侦探八神隆之的故事。 一起本看似寻常的案件审判，牵扯出充满谜团的复仇剧。故事的走向出乎所有人预料……失落的真相，被遗忘的正义。在“湮灭的记忆”中，八神隆之将要看到什么？ 尽情体验超越前作的悬疑法庭剧巨制！,2022 年 9 月 14 日,动作;冒险;清版动作;3D 格斗;动作冒险;电影式;砍杀;拟真;第三人称;阴谋;犯罪;黑暗;推理;剧情; 外国;调查;赌博;逻辑;武术;现代,HK$ 148.20,此游戏的 2435 篇用户评测中有 95% 为好评。,过去 30 天内的 152 篇用户评测中有 96% 为好评。,单人;Steam 成就;完全支持控制器;Steam 集换式卡牌;Steam 云,56,简体中文;英语;法语;意大利语;德语;西班牙语 - 西班牙;日语;韩语;繁体中文,True,9,500,8,Very Positive,863,56,919,recent,schinese/tchinese,365,all,all
