word,count
细腻,3
相较,7
本作,99
手感,15
不再,8
一拳,3
下去,12
滑开,1
而是,18
拳拳,1
芝士,1
保留,4
两大,1
最为,1
使得,9
极大,1
探索,9
系列地图,1
精致,2
烟火,2
并且,12
横滨,13
地图,15
区域,2
得以,3
大大增加,1
小游戏,56
卡拉,3
OK,3
增加,16
大爱,1
任务,45
大大,3
不失,3
感动,7
思考,15
个别,1
有些,35
点名,1
飙车族,9
质量,11
或许,9
太好,1
相形见绌,1
显得,11
平庸,2
差强人意,2
一贯,7
传统,9
比如,24
替香田,1
发声,2
一段,7
松井,2
一群,5
认不出,1
本班,1
声音,1
离谱,8
一口,3
烦人,3
之前,20
寺泽,1
带来,18
创伤,2
抛开,5
这些,26
来看,8
调查,26
载体,1
展露,1
以暴制暴,3
or,1
发掘,1
值得一提的是,2
大多,1
看出,2
对应,4
不管,7
那些,24
相悖,1
司法,12
潜入,12
黑恶势力,2
政坛,1
所谓,3
羊群,2
黑羊,2
过得去,1
基础,3
进行,13
值得,26
一试,2
还有,46
作為,1
迅速,2
認為,2
代比,3
很難,1
這種,3
沒有,8
標準,1
答案,2
小吐槽,1
這代,6
那個,3
狀態,1
接著,2
耐打,1
圓舞,3
太弱,1
一閃能,1
打到,4
結局,3
這代則,1
能夠,1
應付,1
70%,1
場景,1
30%,1
一閃,2
流轉,4
集流,1
轉在,1
使用,10
確實,4
好爽,1
到後面,1
發現,2
連段,1
過慢,1
另外,18
更難,1
抓人,1
在後面,1
打人,2
最後大,1
直路,1
打爽,1
時候,6
突然,4
進入,2
調查,2
門鎖,1
有點,12
下面,1
代劇情,1
人觀,1
感劇情,1
寫實,1
能共鳴,1
影響,2
世界,14
ADDC9,1
正義,6
衝突,2
現實會,1
情況,1
名後面,1
東西實,1
優秀,4
撇除,2
在澤老師,1
bot,1
不耐煩,2
眼中,3
澤老師,4
最軟,1
一塊,1
阿隆,8
桑名講,1
意思,6
你們,2
正確,3
青春校园,5
剧比,2
漂亮,4
紧凑,10
招式,15
舒爽,1
畅玩券,1
容易,13
收集,11
拖后腿,1
这里,22
人人喊打,1
反派,10
思想,2
当成,4
或者,28
超级,9
要全,1
强多,2
开始,41
麻烦,4
上手,2
多些,1
内容,42
比赛,5
拳击,13
带感,1
摩托,3
比较烦,2
赛车,2
不行,5
滑板,18
舞蹈,3
差不多,8
越来越,4
回合制,12
必玩,2
審判,8
兩套,1
出色,13
加上,18
華麗,1
風格動作,1
两部,12
真滴,3
龙强,1
略逊,2
依旧,10
许多,14
有意思,21
一本,1
满足,3
有生之年,1
能玩到,3
第一代,2
很赞,2
忍不住,4
第二代,4
太烦,1
重复,9
修改,3
物品,2
数目,1
时间,18
喜欢,55
前半段,1
展开,13
放弃,3
一心,1
推理,14
阴暗面,3
出彩,9
东彻,2
海藤哥,15
反倒,1
对话,3
演出,17
特别,13
反复强调,1
身故,1
所求,1
并驾齐驱,1
越是,2
强调,5
求真,1
路下,1
基石,1
单薄,2
坦坦荡荡,1
照单全收,1
堕入,1
水面,3
社会,32
揪心,1
回来,4
玩得,1
少有,1
再有,2
一玩,4
记得,4
当初,2
21,1
22,1
PS,2
会员,2
今年,3
月份,1
热血,12
格斗,5
侦探,52
扮演,2
题材,26
很感兴趣,2
上续,1
立马,1
龙组,15
表现,16
改善,7
改动,1
移动,1
操作,14
体感,1
笨重,1
无聊,9
这一,8
赶路,3
神器,3
出租车,6
随时,1
手机,5
搭乘,1
增强,2
取消,5
致命伤,4
应对,5
等等,5
下来,13
接下来,8
分点,1
谈谈,2
立意,13
全世界,1
范围,7
常见,1
痛心,1
前期,13
清晰,1
研究,5
参考,2
本书,2
解释,3
行为,18
本质,5
人类,6
群体,3
排异,1
现象,7
后续,11
不出,3
意料,1
一起,16
事件,41
牵扯,8
一系列,9
政治,10
讽刺,1
尖锐,2
呼应,2
例如,3
剧里,3
女孩,1
酒吧,2
英美,2
社团,29
悬研社,4
文化节,1
再说,6
一章,7
马上,4
跌宕起伏,5
铺垫,4
伏笔,4
随着,4
推进,4
信息,2
毫不,2
吝啬,1
透露,2
伴随,1
回收,2
不断,6
冲击,1
感而,1
让玩家,6
感到,5
难能可贵,2
坚持不懈,1
追查,3
精神,5
引用,1
中说,1
结束,6
唯有,1
任何人,3
一视同仁,1
伸手,1
可及,1
东西,10
为数不多,2
对峙,4
多次,4
讲道理,2
反复,7
以泽,2
事来,1
反驳,2
有点烦,1
没话说,2
核心,3
最大,6
亮点,2
以来,2
最好,10
比圆舞,1
强度,4
关键在于,1
发劲,4
收益,1
的话,19
XY,1
连段,3
打杂,1
EX,25
1X2Y,1
4X2Y,1
增幅,2
穿舞,2
发动,1
条件,4
限制,3
相对,15
自带,5
命中,1
初始,1
能点,1
无需,1
技能,37
二维码,2
一块,3
史诗,1
被动,1
触发,3
判定,3
前后,3
摇短,1
派生,1
状态,6
飞翔,2
此外,5
成功,21
敌方,1
飞行道具,1
直线,3
上线,1
特点,5
鲜明,2
做出,9
改进,11
然后,17
新增,10
略弱,2
无解,1
360,2
接化发,1
携带,1
针对,3
投技,3
秒杀,1
足以,2
成为,17
相当,19
设计,36
灵感,2
来源于,1
合气道,2
具有,7
以柔克刚,2
美感,1
观赏性,2
三种,3
难怪,1
形式,5
兼具,2
优点,6
拥有,10
极强,1
极高,1
水平,12
能花,1
学习,4
机制,9
虎落,4
轰木拳,1
馆里,2
学到,2
对面,4
垫步,1
勾拳,1
除此之外,3
挑衅,1
技和,1
制造,2
异常,1
功能,5
BGM,1
经典,15
正宗,2
分类,1
通用,2
感都,1
招牌,1
收尾,2
成龙,2
电影,5
致敬,3
可用,2
切换键,1
单向,1
切换,7
到位,5
数量,4
庞大,2
一部分,4
获得,7
书后,1
里面,13
不乏,2
中是,2
这方面,5
查阅,1
背后,8
感人,3
无厘头,1
搞怪,2
在线,1
约会,1
划到,1
不得不,11
亚门,6
家族,1
每一作,2
终极,1
boss,15
出场,1
宣告,2
完满,1
落幕,1
组要,1
作亚门,1
战斗能力,1
不小,3
因此,5
综合,2
比上,9
前作亚门,1
不仅,5
释放,2
近乎,1
免伤,1
还会,5
屁股,3
顺走,1
回血,2
智能型,1
由于,9
4pro,1
最终,23
战时,1
铺天盖地,1
特效,2
公主,1
根本,17
折腾,1
不起,1
必须,10
猛烈,1
进攻,2
经过,5
四五个,1
小时,22
心态,3
折磨,10
终于,12
靠着,1
首先,8
种类,6
变多,1
能用,1
招数,1
自然,9
不怕,1
一会儿,1
动亚门,1
再就是,2
简直,9
对亚门,1
轰木,2
拳馆,2
馆长,1
连续,4
殴击,2
好使,1
不算,6
打亚门,1
两管,1
血用,1
中期,5
转化,1
劲后,1
贯穿,3
直拳,1
连击,2
耗血,1
两三,1
管血用,1
鲁莽,1
乱击,1
仙药,12
加拳威,1
换血,1
打死,3
特色,5
一整套,1
特殊,2
上前,1
五个,4
悬研,1
社到,1
完整,7
长些,1
学校,16
上学,2
或是,5
毕业,3
不久,4
亲近,1
熟悉,10
奔四,1
回忆起,1
时代,4
简单,10
音游,4
喜不喜欢,1
看人,1
抵触,2
为主,6
参杂,1
调和,1
社的,6
认为,15
总结,5
偷家,1
完事,3
老是,1
到处,4
材料,5
TOWN,3
难搞,1
造全,1
还好,1
经费,1
通过,18
三场,1
3W,2
而全,1
耗费,1
耗时,1
实战,1
中用,1
优先,1
新颖,3
后面,15
周防,1
卫队,1
那里,4
睡着,1
会和京滨,1
同盟,3
关系,10
熟人,4
研社,2
组织,8
集合,3
想到,2
前作里,1
倒数,2
第二个,2
京滨,2
神室,16
全城,2
悬赏,1
通缉犯,1
容身之处,1
后来,4
结识,1
朋友,13
生活,11
