steamid,num_games_owned,num_reviews,playtime_forever(min),playtime_last_two_weeks(min),playtime_at_review(min),last_played,recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location,review_length,review_updated
76561198376566007,8,1,10590,243,10347,2023-05-02 20:55:21,137666187,schinese,超级喜欢玩饥荒,2023-05-02 16:58:59,2023-05-02 16:58:59,True,0,0,0,0,True,False,False,True,,7,False
76561199134446381,4,1,741,741,392,2023-05-03 00:34:47,137666171,schinese,好,2023-05-02 16:58:16,2023-05-02 16:58:16,True,0,0,0,0,True,False,False,True,,1,False
76561198453861781,137,17,1342,1342,964,2023-05-02 23:16:46,137666089,schinese,游戏有毒，一上手就停不下来了，建议没有太多时间想简单找个游戏玩的慎入，除非你能把控住自己，我刚玩了两天游戏时间16个小时，这好吗，这不好,2023-05-02 16:55:25,2023-05-02 16:55:25,True,1,0,0,0,True,False,False,True,,68,False
76561199007974784,12,4,812,191,621,2023-05-02 20:06:42,137665828,schinese,彳亍,2023-05-02 16:46:24,2023-05-02 16:46:24,True,0,0,0,0,True,False,False,True,,2,False
76561199240186665,13,1,981,981,739,2023-05-03 00:19:08,137665537,schinese,配置只需要朋友，非常好玩,2023-05-02 16:36:03,2023-05-02 16:36:03,True,0,0,0,0,True,False,False,True,,12,False
76561198988001093,113,12,1226,1208,926,2023-05-03 00:30:25,137665115,schinese,很难想象一个做了十年的游戏服务器还是这么垃圾，充斥着各种问题，闪退，无法连接到，私服吞mod，玩到特定天数就无限卡退，一直想玩一直被恶心，十年了还是跟当初买它是一样的问题，皮肤没少出,2023-05-02 16:20:07,2023-05-02 16:20:07,False,1,0,0,0,True,False,False,True,,91,False
76561199037612204,14,2,17783,478,17320,2023-05-03 00:50:17,137665069,schinese,真的不好玩,2023-05-02 16:19:00,2023-05-02 16:19:00,True,0,0,0,0,True,False,False,True,,5,False
76561199086834021,11,1,235,235,235,2023-05-02 16:09:27,137664898,schinese,有人需要吗，我可以送,2023-05-02 16:12:03,2023-05-02 16:12:03,True,3,1,0.563492059707641602,0,True,False,False,True,,10,False
76561198974735198,55,1,3711,177,3662,2023-05-02 18:23:36,137664869,schinese,1,2023-05-02 16:11:01,2023-05-02 16:11:01,True,0,0,0,0,True,False,False,True,,1,False
76561199128003488,5,1,3295,68,3290,2023-05-02 16:12:00,137664732,schinese,bug多的要死 模组卡死一直好不了 垃圾,2023-05-02 16:05:59,2023-05-02 16:05:59,False,1,0,0.458333343267440796,0,False,False,False,True,,20,False
76561199192443963,11,7,243,243,213,2023-05-02 16:30:56,137664610,schinese,真是太好玩了,2023-05-02 16:00:58,2023-05-02 16:00:58,True,0,0,0,0,True,False,False,True,,6,False
76561198855878379,30,4,618,618,409,2023-05-02 20:19:31,137664568,schinese,还不错，就是需要大量时间了解具体的游戏机制。,2023-05-02 15:59:19,2023-05-02 15:59:19,True,0,0,0,0,True,False,False,True,,22,False
76561199486547828,3,1,547,547,181,2023-05-02 22:51:31,137664174,schinese,不错,2023-05-02 15:45:14,2023-05-02 15:45:14,True,0,0,0,0,True,False,False,True,,2,False
76561199375393707,8,1,287,287,239,2023-05-03 00:07:54,137664069,schinese,是一款好游戏,2023-05-02 15:40:45,2023-05-02 15:40:45,True,0,0,0,0,False,False,False,True,,6,False
76561199240480464,8,1,335,335,311,2023-05-02 15:54:35,137663692,schinese,tinghao,2023-05-02 15:27:38,2023-05-02 15:27:38,True,0,0,0,0,True,True,False,True,,7,False
76561199154981019,12,4,515,515,485,2023-05-02 21:39:02,137663536,schinese,从一个画面简陋的单机游戏，转变成画面简陋的联机游戏，又进化成世界丰富的简陋联机游戏，不得不说克雷是真用心经营。?,2023-05-02 15:22:33,2023-05-02 19:22:01,True,0,0,0,0,True,False,False,True,,56,True
76561198827140081,130,5,15,15,15,2023-04-29 13:36:18,137663416,schinese,给我点赞不会对你的牛子有任何影响 但是我只想要 Steam点数买涩涩的头像啊啊啊!!!!!!!!!,2023-05-02 15:17:34,2023-05-02 15:17:34,True,2,0,0.523809552192687988,0,True,False,False,True,,49,False
76561199424356413,4,1,10020,323,10020,2023-05-01 14:50:18,137663385,schinese,喜欢,2023-05-02 15:16:54,2023-05-02 15:16:54,True,0,0,0,0,False,False,False,True,,2,False
76561198805654102,28,1,336,0,336,2023-02-16 16:29:04,137663215,schinese,1,2023-05-02 15:09:44,2023-05-02 15:09:44,True,0,0,0,0,False,False,False,True,,1,False
76561199386021295,2,1,6300,2935,6053,2023-05-02 22:00:59,137663024,schinese,游戏很好玩，猪哥很喜欢,2023-05-02 15:04:17,2023-05-02 15:04:17,True,0,0,0,0,False,False,False,True,,11,False
76561199198667168,25,2,17385,1026,17198,2023-05-02 22:10:01,137662882,schinese,没意思,2023-05-02 14:59:11,2023-05-02 14:59:11,True,0,0,0,0,True,False,False,True,,3,False
76561198819108173,11,2,975,904,830,2023-05-02 17:18:32,137662734,schinese,非常好,2023-05-02 14:53:26,2023-05-02 14:53:26,True,0,0,0,0,True,False,False,True,,3,False
76561199196327331,39,3,260,98,260,2023-05-02 14:47:42,137662635,schinese,byd,垃圾游戏，如果想和朋友联机玩得自建服务器，md受不了了,2023-05-02 14:49:07,2023-05-02 14:49:07,False,0,0,0.456431567668914795,0,True,False,False,True,,31,False
76561199071169095,10,1,656,260,643,2023-05-02 15:00:54,137662600,schinese,第一次体会到探索的快乐！谢谢饥荒！,2023-05-02 14:47:55,2023-05-02 14:47:55,True,0,0,0,0,True,False,False,True,,17,False
76561199401347898,63,4,1051,1073,762,2023-05-03 01:05:42,137662537,schinese,断连，垃圾,2023-05-02 14:45:26,2023-05-02 14:45:26,False,0,0,0.456431567668914795,0,True,False,False,True,,5,False
76561199120925079,4,1,4402,664,3792,2023-05-03 01:06:31,137662511,schinese,很有意思的游戏,2023-05-02 14:44:15,2023-05-02 14:44:15,True,0,0,0,0,True,False,False,True,,7,False
76561198836441406,11,2,1102,1102,654,2023-05-02 23:24:39,137662284,schinese,6,2023-05-02 14:35:28,2023-05-02 14:35:28,True,0,0,0,0,True,False,False,True,,1,False
76561198951564682,10,1,247,247,156,2023-05-02 16:09:37,137662006,schinese,好玩捏,2023-05-02 14:25:08,2023-05-02 14:25:08,True,0,0,0,0,True,False,False,True,,3,False
76561198822980365,24,3,822,822,608,2023-05-02 22:46:26,137661916,schinese,好,2023-05-02 14:21:51,2023-05-02 14:21:51,True,0,0,0,0,True,False,False,True,,1,False
76561199366455121,4,1,2675,2675,2382,2023-05-02 21:00:56,137661883,schinese,好,2023-05-02 14:20:55,2023-05-02 14:20:55,True,0,0,0,0,False,False,False,True,,1,False
76561199235705279,5,2,984,984,829,2023-05-02 22:24:52,137661849,schinese,加强弹弓小子！！！！！！,2023-05-02 14:19:26,2023-05-02 14:19:26,True,0,0,0,0,True,False,False,True,,12,False
76561199242097656,7,3,13010,2611,12950,2023-05-02 18:56:15,137661768,schinese,good,2023-05-02 14:16:28,2023-05-02 14:16:28,True,0,0,0,0,True,False,False,True,,4,False
76561198848907787,4,1,12351,3267,12073,2023-05-02 18:54:13,137661722,schinese,好！,2023-05-02 14:14:43,2023-05-02 14:14:43,True,0,0,0,0,True,False,False,True,,2,False
76561199191551875,23,6,300,286,227,2023-05-02 15:26:09,137661689,schinese,好评,2023-05-02 14:13:18,2023-05-02 14:13:18,True,0,0,0,0,True,False,False,True,,2,False
76561199181635444,8,2,9149,4972,8694,2023-05-02 22:18:43,137660944,schinese,嗯，不错;,2023-05-02 13:45:51,2023-05-02 13:45:51,True,0,0,0,0,True,False,False,True,,5,False
76561199028085463,8,2,201,0,201,2023-01-26 16:50:50,137660763,schinese,18买的，现在我是sb,2023-05-02 13:38:52,2023-05-02 13:38:52,True,0,0,0,0,False,False,False,True,,11,False
76561198856251683,24,2,492,492,357,2023-05-03 01:08:40,137660666,tchinese,a lot of mod,2023-05-02 13:35:43,2023-05-02 13:35:43,True,0,0,0,0,True,False,False,True,,12,False
76561199429283404,4,1,187,187,187,2023-05-01 01:21:50,137660583,schinese,游戏富有挑战 内容足够新颖 可联机的设定大大增加了游戏的可玩性唯一的不足是此游戏的活动较少使玩家缺乏长期游玩的心情 建议将需要付费的角色开放免费试玩以提高游戏游玩兴趣或开展更多有意思的模式或活动,2023-05-02 13:32:34,2023-05-02 13:32:34,True,0,0,0,0,False,True,False,True,,97,False
76561198414616965,24,4,594,443,503,2023-05-02 15:07:20,137660530,schinese,好玩，比原神崩坏星穹铁道明日方舟崩坏三王者荣耀都好玩,2023-05-02 13:30:45,2023-05-02 13:30:45,True,1,0,0.500320315361022949,0,True,False,False,True,,26,False
76561199129942834,8,1,850,668,624,2023-05-02 17:18:40,137660513,schinese,除了累没有什么毛病,2023-05-02 13:30:16,2023-05-02 13:30:16,True,0,0,0,0,True,False,False,True,,9,False
76561198986078785,9,4,215,215,203,2023-05-02 13:50:07,137660409,schinese,泰裤辣,2023-05-02 13:26:45,2023-05-02 13:26:45,True,0,0,0,0,True,False,False,True,,3,False
76561198890300374,111,19,24,24,24,2023-05-02 13:23:51,137660332,schinese,我是聪明逼,2023-05-02 13:24:11,2023-05-02 13:24:11,True,0,0,0,0,True,False,False,True,,5,False
76561199098350436,17,5,1576,1576,1101,2023-05-02 23:32:13,137660103,schinese,几个人玩才有意思;,2023-05-02 13:15:50,2023-05-02 13:15:50,True,0,0,0,0,True,False,False,True,,9,False
76561199090781436,75,7,2245,2245,1954,2023-05-02 23:04:55,137659982,schinese,我是聪明b,2023-05-02 13:11:30,2023-05-02 13:11:30,True,0,1,0,0,True,False,False,True,,5,False
76561199033855204,6,1,340,340,261,2023-05-02 14:18:49,137659647,schinese,good,2023-05-02 12:59:53,2023-05-02 12:59:53,True,1,0,0.523809552192687988,0,True,False,False,True,,4,False
76561199402907309,11,1,2230,31,2230,2023-04-28 14:04:34,137659631,schinese,总体还可以，不过缺少新手引导，还得自己去搜集教程,2023-05-02 12:59:13,2023-05-02 12:59:13,True,0,0,0,0,True,False,False,True,,24,False
76561199494961881,11,2,852,852,751,2023-05-02 14:36:56,137659565,schinese,我是弱智,2023-05-02 12:56:51,2023-05-02 12:56:51,True,0,0,0,0,True,False,False,True,,4,False
76561198887050437,7,2,2411,2411,1956,2023-05-03 00:51:20,137659274,schinese,太油趣了,2023-05-02 12:46:47,2023-05-02 12:46:47,True,0,0,0,0,True,False,False,True,,4,False
76561199480701810,6,4,40,40,40,2023-05-02 12:12:28,137658590,schinese,4.8这不就是白送吗，可以不玩，但必须有,2023-05-02 12:23:29,2023-05-02 12:23:29,True,1,0,0.523809552192687988,0,True,False,False,True,,20,False
76561199439565578,3,4,370,370,275,2023-05-02 22:31:04,137658523,schinese,什么时候才能饱荒呀,2023-05-02 12:20:53,2023-05-02 12:20:53,True,0,0,0,0,True,False,False,True,,9,False
76561199260448229,4,2,296,296,224,2023-05-02 21:11:16,137658298,schinese,很好玩，已经死了很多次了，又难又好玩！已经死了十几次了（）;插一句，孩子想要点数买物品！;,2023-05-02 12:13:58,2023-05-02 12:13:58,True,1,0,0.523809552192687988,0,True,False,False,True,,45,False
76561199250485912,6,1,462,462,194,2023-05-03 00:20:52,137657908,schinese,VERY GOOD;,2023-05-02 12:00:39,2023-05-02 12:00:39,True,0,0,0,0,True,False,False,True,,10,False
76561199487283841,5,2,470,470,464,2023-05-02 11:59:35,137657863,schinese,好玩;,2023-05-02 11:58:56,2023-05-02 11:58:56,True,0,0,0,0,True,False,False,True,,3,False
76561199046591526,15,3,702,702,628,2023-05-02 16:01:07,137657679,schinese,好东西,2023-05-02 11:52:59,2023-05-02 11:52:59,True,0,0,0,0,True,False,False,True,,3,False
76561199179645112,10,2,69772,128,69772,2023-04-29 15:15:52,137657532,schinese,hw,2023-05-02 11:47:57,2023-05-02 11:47:57,True,0,0,0,0,True,False,False,True,,2,False
76561199382158211,11,2,256,256,256,2023-04-30 17:04:07,137657528,schinese,有小伙伴的可以入,2023-05-02 11:47:31,2023-05-02 11:47:31,True,0,0,0,0,True,False,False,True,,8,False
76561199044385269,7,1,1702,1702,1183,2023-05-03 01:21:55,137657220,schinese,简直太好玩了，硬核生存！,2023-05-02 11:37:59,2023-05-02 11:37:59,True,0,0,0,0,False,False,False,True,,12,False
76561199261062496,1,1,16228,790,15835,2023-05-02 23:26:03,137656841,schinese,画风和规则设定都很有意思。,2023-05-02 11:25:07,2023-05-02 11:25:07,True,0,0,0,0,True,False,False,True,,13,False
76561199022874665,49,1,1060,1060,775,2023-05-02 21:44:24,137656535,schinese,值得玩,2023-05-02 11:15:07,2023-05-02 11:15:07,True,0,0,0,0,True,False,False,True,,3,False
76561199193019878,41,7,289,198,289,2023-04-26 13:42:03,137656515,schinese,玩饥荒魔怔后在现实世界;睡觉时;"可恶，越来越饿了";傍晚时：”可恶，精神值掉了";吃饭时：“哈哈哈，爷血条回满了”,2023-05-02 11:14:47,2023-05-02 11:14:47,True,1,0,0.523809552192687988,0,True,False,False,True,,58,False
76561198829374290,19,4,18913,455,18619,2023-05-02 15:56:50,137656494,schinese,牛哇,2023-05-02 11:14:04,2023-05-02 11:14:04,True,0,0,0,0,True,False,False,True,,2,False
76561198109657496,92,2,5595,1509,5377,2023-05-03 01:28:17,137656480,tchinese,網路上有很多模組，讓生存更輕鬆,2023-05-02 11:13:37,2023-05-02 11:13:37,True,0,0,0,0,True,False,False,True,,15,False
76561199393043126,2,1,3593,1670,3359,2023-05-02 20:35:26,137656304,schinese,小学时了解到的那时没电脑现在来还愿了,2023-05-02 11:08:36,2023-05-02 11:08:36,True,0,0,0,0,True,False,False,True,,18,False
76561199076299818,12,2,475,475,325,2023-05-02 22:08:25,137656269,schinese,好玩，就是比较硬核,2023-05-02 11:07:26,2023-05-02 11:07:26,True,0,0,0,0,True,False,False,True,,9,False
76561199211860193,32,5,23723,1,23723,2023-05-02 11:06:08,137656252,schinese,四百个小时没什么好说的，玩不来饥荒的人有难了,2023-05-02 11:06:47,2023-05-02 11:06:47,True,0,0,0,0,True,False,False,True,,22,False
76561199478515818,7,1,649,649,477,2023-05-02 14:06:26,137656188,schinese,不错,2023-05-02 11:04:48,2023-05-02 11:04:48,True,0,0,0,0,False,False,False,True,,2,False
76561198422979351,3,5,404,404,404,2023-05-02 10:36:42,137656159,schinese,我是傻逼，4月24日24块钱买的，然后就十周年只要4块钱，退款退不了，这才是我steam上买的第二款游戏啊，背刺这么快的吗（泪）,2023-05-02 11:03:56,2023-05-02 11:03:56,True,1,0,0.523809552192687988,0,True,False,False,True,,64,False
76561199424501925,14,1,224,224,138,2023-05-02 21:53:08,137656149,schinese,好玩，就是新手有点玩不明白，活不过七天,2023-05-02 11:03:33,2023-05-02 11:03:33,True,0,0,0,0,True,False,False,True,,19,False
76561198009209244,38,1,22,22,22,2023-05-01 09:21:22,137656006,schinese,4.8买了玩了40分钟 玩不懂，就退，把我赠送的那份也收走了。谁和我一样啊,2023-05-02 10:59:45,2023-05-02 10:59:45,True,0,0,0,0,False,False,False,True,,37,False
76561198413755716,36,9,1930,1825,1347,2023-05-02 22:23:01,137655850,schinese,yyds,2023-05-02 10:55:22,2023-05-02 10:55:22,True,0,0,0,0,False,False,False,True,,4,False
76561199028450492,46,8,3058,3058,2250,2023-05-03 01:18:10,137655828,schinese,不愧是沙盒三巨头之一,2023-05-02 10:54:41,2023-05-02 10:54:41,True,0,0,0,0,True,False,False,True,,10,False
76561199221147507,14,13,1262,1262,676,2023-05-02 22:35:44,137655572,schinese,好玩;,2023-05-02 10:47:17,2023-05-02 10:47:17,True,0,0,0,0,True,False,False,True,,3,False
76561198326318939,20,1,12998,760,12895,2023-05-03 01:13:05,137655552,schinese,很适合双人或者多人联机一起玩的游戏，可以收获很多欢乐！,2023-05-02 10:46:45,2023-05-02 10:46:45,True,0,0,0,0,True,False,False,True,,27,False
76561199129926662,33,1,8128,43,8095,2023-05-02 21:44:11,137655486,schinese,哈！,2023-05-02 10:45:01,2023-05-02 10:45:01,True,0,0,0,0,True,False,False,True,,2,False
76561198016831277,1163,24,310,4,305,2023-05-02 10:45:56,137655402,schinese,好评,2023-05-02 10:43:05,2023-05-02 10:43:05,True,0,0,0,0,True,False,False,True,,2,False
76561199201784328,10,5,24,24,9,2023-05-02 10:50:11,137655302,schinese,为什么调成中文就是问号;怎么解决,2023-05-02 10:40:11,2023-05-02 10:40:11,True,0,0,0,0,True,False,False,True,,16,False
76561199001084335,44,9,702,0,702,2022-06-08 21:13:40,137654898,tchinese,買91的盤子,2023-05-02 10:28:00,2023-05-02 10:28:00,True,1,0,0.523809552192687988,0,True,False,False,True,,6,False
76561199066280667,9,1,1669,1669,1064,2023-05-03 00:27:58,137654855,schinese,终于从WeGame过来了，,2023-05-02 10:26:36,2023-05-02 10:26:36,True,0,0,0,0,True,False,False,True,,13,False
76561198262335077,6,2,637,637,276,2023-05-02 18:36:53,137654747,schinese,冲冲冲,2023-05-02 10:23:50,2023-05-02 10:23:50,True,0,0,0,0,True,False,False,True,,3,False
76561199253672500,5,1,1836,58,1797,2023-05-02 12:25:52,137654663,schinese,牛逼,2023-05-02 10:21:34,2023-05-02 10:21:34,True,0,0,0,0,False,False,False,True,,2,False
76561199377402101,8,1,10984,1032,10982,2023-05-02 13:56:17,137654655,schinese,    买了它你要做好玩单人版的准备,2023-05-02 10:21:18,2023-05-02 10:21:18,True,0,0,0,0,True,False,False,True,,18,False
76561199021446422,45,5,458524,6136,458147,2023-05-03 01:28:08,137654613,schinese,十周年快乐;;玩了三年，七千小时。;;打了很多很多字，又最后删掉。即使游戏承载了太多复杂的故事和心境，它依旧是我生命中最鲜活的记忆之一。;;我是生病最重的时候被送的这个游戏。那时一直躺着，已经失去了感知情绪的能力。;;感恩这三年里遇见的关于饥荒的一切。感谢它与时间奇妙的化学结合：哪怕是如今部分恢复的自己，无论是游戏还是现实，都比曾时想象的未来更加深刻而鲜明。;;,2023-05-02 10:20:20,2023-05-02 10:20:20,True,8,1,0.611992895603179932,8,True,False,False,True,,182,False
76561199174595463,9,3,139,139,12,2023-05-02 16:55:13,137654348,schinese,4.8不贵但很贵，暂无病毒，放心买,2023-05-02 10:12:49,2023-05-02 10:12:49,True,0,0,0,0,True,False,False,True,,17,False
76561199422739726,17,8,35,35,35,2023-04-30 12:07:27,137654022,schinese,点赞并不会对你有什么影响，只是想整点点数，买个涩涩头像,2023-05-02 10:03:06,2023-05-02 10:03:06,True,4,0,0.583333313465118408,0,True,False,False,True,,27,False
76561199140795435,4,1,853,853,334,2023-05-02 21:17:58,137653830,schinese,我是聪明逼,2023-05-02 09:58:00,2023-05-02 09:58:00,True,0,0,0,0,True,False,False,True,,5,False
76561199135077121,12,5,2967,27,2967,2023-05-02 06:52:48,137653711,schinese,牛逼666，我的宝贝!;,2023-05-02 09:54:30,2023-05-02 09:54:30,True,0,0,0,0,True,False,False,True,,12,False
76561198878700052,9,1,53468,66,53453,2023-05-02 21:30:03,137653490,schinese,时不时的就连肝好几天，角色吃的很饱，我瘦了,2023-05-02 09:48:52,2023-05-02 09:48:52,True,0,0,0,0,True,False,False,True,,21,False
76561198383313409,72,5,26954,65,26954,2023-05-02 09:40:18,137653386,schinese,虽然被是十周年的促销活动背刺了, 游戏本体和皮肤都是, 不过还是想说, 快买一个来陪我玩吧, 求求你们了;;没见过比 Klei 更良心的游戏公司了,2023-05-02 09:46:20,2023-05-02 09:46:20,True,0,0,0,0,True,False,False,True,,73,False
76561199242176210,3,1,1503,1503,904,2023-05-03 00:20:11,137653277,schinese,太上头了,2023-05-02 09:43:31,2023-05-02 09:43:31,True,0,0,0,0,True,False,False,True,,4,False
76561198353132291,194,23,6639,3,6639,2023-05-02 11:55:56,137653265,schinese,砍树种菜百多个小时罢了，你以为打怪打的时长？,2023-05-02 09:43:17,2023-05-02 09:43:17,True,0,0,0,0,False,False,False,True,,22,False
76561199383119697,14,4,219,161,219,2023-05-01 16:27:16,137652840,schinese,,2023-05-02 09:31:43,2023-05-02 09:31:43,True,0,0,0,0,True,False,False,True,,0,False
76561199383145310,2,2,950,944,380,2023-05-02 21:29:08,137652090,schinese,好玩,2023-05-02 09:12:47,2023-05-02 09:12:47,True,0,0,0,0,True,False,False,True,,2,False
76561199090466923,45,33,502,502,184,2023-05-02 21:00:49,137651863,schinese,不会玩，但是很好玩,2023-05-02 09:06:19,2023-05-02 09:06:19,True,0,0,0,0,False,False,False,True,,9,False
76561199212747564,15,1,11208,2362,11006,2023-05-02 21:52:17,137651849,schinese,真的不错,2023-05-02 09:06:00,2023-05-02 09:06:00,True,1,0,0.52173912525177002,0,True,False,False,True,,4,False
76561199120974109,7,2,6549,50,6508,2023-05-02 09:33:04,137651806,schinese,非常优秀的联机游戏;,2023-05-02 09:05:06,2023-05-02 09:05:06,True,0,0,0,0,True,False,False,True,,10,False
76561199247055425,5,2,518,518,457,2023-05-02 09:53:15,137651341,schinese,这是一个很肝的游戏，不仅有多种系统，还有很多玩法，就是有点伤脑子,2023-05-02 08:51:13,2023-05-02 08:51:13,True,0,0,0,0,True,False,False,True,,32,False
76561199037730888,14,3,2003,2003,1344,2023-05-02 23:33:21,137651278,schinese,神中神,又难又上头,非常适合和朋友一起坐牢,2023-05-02 08:49:20,2023-05-02 08:49:20,True,0,0,0,0,True,False,False,True,,21,False
76561198978805449,8,1,77177,1178,76978,2023-05-02 12:03:26,137651127,schinese,停不下来 真的停不下来,2023-05-02 08:45:07,2023-05-02 08:45:07,True,0,0,0,0,True,False,False,True,,11,False
76561199142521018,36,4,371,20,351,2023-05-02 09:05:32,137651071,schinese,有没有人带一下,2023-05-02 08:43:32,2023-05-02 08:43:32,True,0,0,0,0,True,False,False,True,,7,False
76561198410011754,150,22,355,102,355,2023-04-30 00:00:39,137650826,schinese,有点没玩明白,2023-05-02 08:36:37,2023-05-02 08:36:37,True,1,0,0.523809552192687988,0,True,False,False,True,,6,False
76561199016067074,59,147,1598,1598,721,2023-05-02 22:49:10,137650242,schinese,纯萌新，APEX真好玩?????,2023-05-02 08:20:26,2023-05-02 08:20:26,True,2,0,0.545454561710357666,1,False,False,False,True,,16,False
76561199079017861,15,9,177,177,177,2023-04-29 13:46:02,137648555,schinese,还真不如传奇,2023-05-02 07:33:55,2023-05-02 07:33:55,False,0,0,0.418250977993011475,0,False,False,False,True,,6,False
76561199212274449,2,1,1249,1249,1090,2023-05-02 10:44:15,137648236,schinese,！,2023-05-02 07:25:28,2023-05-02 07:25:28,True,0,0,0,0,True,False,False,True,,1,False
76561198427853847,16,3,155,1,155,2023-05-02 03:58:45,137639554,schinese,游戏最高的配置是三个陪你傻乐的朋友,2023-05-02 04:01:59,2023-05-02 04:01:59,True,1,0,0,0,True,False,False,True,,17,False
76561198847724060,69,3,5989,123,5960,2023-05-02 15:08:57,137637586,schinese,NIU BI,2023-05-02 03:24:46,2023-05-02 03:24:46,True,0,0,0,0,True,False,False,True,,6,False
76561199059540835,14,1,2948,685,2948,2023-05-02 02:30:14,137634806,schinese,very good;,2023-05-02 02:30:37,2023-05-02 02:30:37,True,0,0,0,0,True,False,False,True,,10,False
76561199045876240,40,30,524,524,524,2023-05-02 02:02:19,137633238,schinese,玩不太懂....,2023-05-02 02:02:48,2023-05-02 02:02:48,True,0,0,0,0,True,False,False,True,,8,False
76561199458490185,3,1,408,408,202,2023-05-03 00:05:26,137632864,schinese,饥荒牛逼牛逼牛逼牛逼！！！！！！！！,2023-05-02 01:59:05,2023-05-02 01:59:05,True,0,0,0,0,True,False,False,True,,18,False
76561199395354471,16,7,550,550,455,2023-05-03 00:32:13,137631449,schinese,免费摸猫猫，一个赞摸一次！想换骚逼头像;??????????????????????;???????????????????????;???????????????????????;???????????????????????;????????????????????????;????????????????????????;???????????????????????;???????????????????????;???????????????????????;???????????????????????;???????????????????????;???????????????????????,2023-05-02 01:44:56,2023-05-02 01:44:56,True,4,0,0.560000002384185791,0,True,False,False,True,,308,False
76561199424970370,21,2,332,332,332,2023-05-02 00:49:20,137628124,schinese,牛逼,2023-05-02 01:02:22,2023-05-02 01:02:22,True,0,0,0,0,True,False,False,True,,2,False
76561199000445127,19,2,8901,56,8901,2023-04-25 19:39:35,137627924,schinese,这个游戏很简单的。你作为一个新手，什么都不需要做，只需要听从你的大佬朋友的指挥，在家里砍砍树采采草捡捡树枝吃吃东西，狗来了往大佬身边凑，boss来了跟着朋友跑就行了。什么克劳斯啊，麋鹿鹅啊，龙蝇啊都交给你的朋友就好。;什么？你没有朋友？;哦，那还是左转去单机版吧。,2023-05-02 00:57:59,2023-05-02 00:57:59,True,1,0,0.519999980926513672,0,False,False,False,True,,132,False
76561199073292753,2,2,1555,1555,1238,2023-05-02 11:45:43,137627465,schinese,一开始经常会死，回档 或者作祟就好了，还是可以的饥荒生存。,2023-05-02 00:49:46,2023-05-02 00:49:46,True,0,0,0,0,True,False,False,True,,29,False
76561198830271323,12,1,6556,3794,6075,2023-05-02 23:02:46,137627078,schinese,很好玩,2023-05-02 00:42:37,2023-05-02 00:42:37,True,0,0,0,0,True,False,False,True,,3,False
76561198400076880,8,1,353,353,353,2023-05-02 00:38:19,137626829,schinese,偌,2023-05-02 00:38:26,2023-05-02 00:38:26,True,0,0,0,0,True,False,False,True,,1,False
76561199189786623,7,2,1079,881,692,2023-05-03 00:03:50,137626310,schinese,好玩,2023-05-02 00:28:44,2023-05-02 00:28:44,True,0,0,0,0,True,False,False,True,,2,False
76561199474887919,2,1,1141,964,604,2023-05-03 00:41:57,137625431,schinese,非常耐玩;,2023-05-02 00:11:57,2023-05-02 00:11:57,True,0,0,0,0,True,False,False,True,,5,False
76561199240889136,3,1,635,635,553,2023-05-02 19:06:50,137623759,schinese,这是好玩的游戏，使我的心情进行愉悦,2023-05-01 23:41:36,2023-05-01 23:41:36,True,0,0,0,0,True,False,False,True,,17,False
76561198918908203,74,3,28974,5,28974,2023-05-01 23:38:25,137623655,schinese,走亲访友的伴手礼，来，试试看吧,2023-05-01 23:39:20,2023-05-01 23:39:20,True,0,0,0,0,True,False,False,True,,15,False
76561199242122570,7,1,376,376,268,2023-05-02 23:43:01,137623423,schinese,终于活到十天了,2023-05-01 23:35:28,2023-05-01 23:35:28,True,0,0,0,0,True,False,False,True,,7,False
76561199473489939,4,1,258,258,258,2023-05-01 23:25:23,137622931,schinese,好玩得很,2023-05-01 23:26:04,2023-05-01 23:26:04,True,0,0,0,0,True,False,False,True,,4,False
76561198276463297,139,26,1234,2,1233,2023-05-02 14:03:18,137622293,schinese,新手教程做的不好，上手难度很大。,2023-05-01 23:14:58,2023-05-01 23:14:58,True,0,0,0,0,True,False,False,True,,16,False
76561198860008895,75,15,376,376,376,2023-05-01 23:12:32,137622191,schinese,傻逼游戏 玩你妈,2023-05-01 23:13:25,2023-05-01 23:13:25,False,0,0,0.43918919563293457,0,True,False,False,True,,8,False
76561198368808170,17,1,138,138,138,2023-05-01 23:01:13,137621893,schinese,什么烂东西，服务器卡的一笔，根本走不动，网络配置都好好的，加速器都开了，延迟很稳，根本走不动，傻逼游戏,2023-05-01 23:07:45,2023-05-01 23:07:45,False,1,1,0.402298867702484131,0,True,False,False,True,,51,False
76561199185826055,9,1,11185,125,11185,2023-05-01 22:49:43,137621593,schinese,良心啊,2023-05-01 23:02:17,2023-05-01 23:02:17,True,0,0,0,0,True,False,False,True,,3,False
76561198897494889,27,1,15575,617,15486,2023-05-02 18:16:06,137621550,schinese,我跟着你！,2023-05-01 23:01:27,2023-05-01 23:01:27,True,0,1,0,0,True,False,False,True,,5,False
