name,developer,publisher,desc,date,tags,price,review_total,review_recent,steam_feature,achievement_num,support_languages,Support_Sch,language_num,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews,filter,language,day_range,review_type,purchase_type
Don't Starve Together,Klei Entertainment,Klei Entertainment,Fight， Farm， Build and Explore Together in the standalone multiplayer expansion to the uncompromising wilderness survival game， Don't Starve.,21 Apr/ 2016,Survival;Open World Survival Craft;Multiplayer;Co-op;Open World;Adventure;Crafting;Online Co-Op;Sandbox;Difficult;Indie;2D;Atmospheric;Funny;Survival Horror;Strategy;Horror;Singleplayer;Action;Simulation,HK$ 1.362.74,96% of the 261234 user reviews for this game are positive.,93% of the 5044 user reviews in the last 30 days are positive.,Single-player;Online PvP;LAN PvP;Online Co-op;LAN Co-op;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV,0,English;Simplified Chinese,True,2,300,8,Very Positive,95324,5523,100847,recent,schinese/tchinese,365,all,all
