name,developer,publisher,desc,date,tags,price,review_total,review_recent,steam_feature,achievement_num,support_languages,Support_Sch,language_num,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews,filter,language,day_range,review_type,purchase_type
The Witcher? 3: Wild Hunt,CD PROJEKT RED,CD PROJEKT RED,You are Geralt of Rivia£¬ mercenary monster slayer. Before you stands a war-torn£¬ monster-infested continent you can explore at will. Your current contract? Tracking down Ciri ¡ª the Child of Prophecy£¬ a living weapon that can alter the shape of the world.,18 May/ 2015,Open World;RPG;Story Rich;Atmospheric;Mature;Fantasy;Adventure;Singleplayer;Nudity;Choices Matter;Great Soundtrack;Third Person;Medieval;Action;Multiple Endings;Action RPG;Magic;Dark Fantasy;Dark;Sandbox,HK$ 526.00,96% of the 651039 user reviews for this game are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences the reviews within these periods have been excluded from this product's Review Score.,93% of the 4548 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences the reviews within these periods have been excluded from this product's Review Score.,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Tablet;Remote Play on TV,78,English;French;Italian;German;Spanish - Spain;Arabic;Czech;Hungarian;Japanese;Korean;Polish;Portuguese - Brazil;Russian;Traditional Chinese;Turkish;Simplified Chinese,True,16,500,9,Overwhelmingly Positive,164872,8409,173281,recent,schinese/tchinese,365,all,all
