name,developer,publisher,desc,date,tags,price,review_total,review_recent,steam_feature,achievement_num,support_languages,Support_Sch,language_num,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews,filter,language,day_range,review_type,purchase_type
Cultist Simulator,Weather Factory,Weather Factory,Seize forbidden treasures. Summon alien gods. Feed on your disciples. Cultist Simulator is a game of apocalypse and yearning. Play as a seeker after unholy mysteries£¬ in a 1920s-themed setting of hidden gods and secret histories.,31 May/ 2018,Management;Card Game;Story Rich;Difficult;Horror;Roguelite;Tabletop;Lovecraftian;Atmospheric;Board Game;CRPG;Strategy RPG;Roguelike;Text-Based;RPG;2D;Multiple Endings;Crafting;Psychological Horror;Dark Humor,HK$ 158.00,82% of the 6571 user reviews for this game are positive.,91% of the 59 user reviews in the last 30 days are positive.,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Remote Play on Tablet,83,English;Simplified Chinese;Russian;German;Japanese,True,5,1000,6,Mostly Positive,6634,1784,8418,recent,schinese/english/tchinese,365,all,all
